City_Name,State,Country_Name,City_Website,language,ai,ml,dl,nn,llm
Minden,North Rhine-Westphalia,Germany,https://www.minden.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Norderstedt,Schleswig-Holstein,Germany,https://www.norderstedt.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Velbert,North Rhine-Westphalia,Germany,https://www.velbert.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bamberg,Bavaria,Germany,https://www.stadt.bamberg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Neumünster,Schleswig-Holstein,Germany,https://www.neumuenster.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Dessau-Roßlau,Saxony-Anhalt,Germany,https://www.dessau-rosslau.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Viersen,North Rhine-Westphalia,Germany,https://www.viersen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Delmenhorst,Lower Saxony,Germany,https://www.delmenhorst.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Rheine,North Rhine-Westphalia,Germany,https://www.rheine.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Marburg,Hesse,Germany,https://www.marburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Lüneburg,Lower Saxony,Germany,https://www.lueneburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Dorsten,North Rhine-Westphalia,Germany,https://www.dorsten.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Troisdorf,North Rhine-Westphalia,Germany,https://www.troisdorf.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Wilhelmshaven,Lower Saxony,Germany,https://www.wilhelmshaven.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Gladbeck,North Rhine-Westphalia,Germany,https://www.gladbeck.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Landshut,Bavaria,Germany,https://www.landshut.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bayreuth,Bavaria,Germany,https://www.bayreuth.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Detmold,North Rhine-Westphalia,Germany,https://www.detmold.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Castrop-Rauxel,North Rhine-Westphalia,Germany,https://www.castrop-rauxel.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Arnsberg,North Rhine-Westphalia,Germany,https://www.arnsberg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Brandenburg an der Havel,Brandenburg,Germany,https://www.stadt-brandenburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Aschaffenburg,Bavaria,Germany,https://www.aschaffenburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bocholt,North Rhine-Westphalia,Germany,https://www.bocholt.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Lüdenscheid,North Rhine-Westphalia,Germany,https://www.luedenscheid.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Kempten (Allgäu),Bavaria,Germany,https://www.kempten.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Fulda,Hesse,Germany,https://www.fulda.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Celle,Lower Saxony,Germany,https://www.celle.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Aalen,Baden-Württemberg,Germany,https://www.aalen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Lippstadt,North Rhine-Westphalia,Germany,https://www.lippstadt.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Dinslaken,North Rhine-Westphalia,Germany,https://www.dinslaken.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Rüsselsheim am Main,Hesse,Germany,https://www.ruesselsheim.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Kerpen,North Rhine-Westphalia,Germany,https://www.kerpen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Herford,North Rhine-Westphalia,Germany,https://www.herford.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Neuwied,Rhineland-Palatinate,Germany,https://www.neuwied.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Weimar,Thuringia,Germany,https://www.weimar.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Sindelfingen,Baden-Württemberg,Germany,https://www.sindelfingen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Plauen,Saxony,Germany,https://www.plauen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Rosenheim,Bavaria,Germany,https://www.rosenheim.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Dormagen,North Rhine-Westphalia,Germany,https://www.dormagen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Grevenbroich,North Rhine-Westphalia,Germany,https://www.grevenbroich.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Neubrandenburg,Mecklenburg-Vorpommern,Germany,https://www.neubrandenburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Friedrichshafen,Baden-Württemberg,Germany,https://www.friedrichshafen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Schwäbisch Gmünd,Baden-Württemberg,Germany,https://www.schwaebisch-gmuend.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Herten,North Rhine-Westphalia,Germany,https://www.herten.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Offenburg,Baden-Württemberg,Germany,https://www.offenburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bergheim,North Rhine-Westphalia,Germany,https://www.bergheim.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Neu-Ulm,Bavaria,Germany,https://www.neu-ulm.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Garbsen,Lower Saxony,Germany,https://www.garbsen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Wesel,North Rhine-Westphalia,Germany,https://www.wesel.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Hürth,North Rhine-Westphalia,Germany,https://www.huerth.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Euskirchen,North Rhine-Westphalia,Germany,https://www.euskirchen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Unna,North Rhine-Westphalia,Germany,https://www.unna.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Greifswald,Mecklenburg-Vorpommern,Germany,https://www.greifswald.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Langenfeld (Rheinland),North Rhine-Westphalia,Germany,https://www.langenfeld.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Stralsund,Mecklenburg-Vorpommern,Germany,https://www.stralsund.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Göppingen,Baden-Württemberg,Germany,https://www.goeppingen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Frankfurt (Oder),Brandenburg,Germany,https://www.frankfurt-oder.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Hameln,Lower Saxony,Germany,https://www.hameln.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Meerbusch,North Rhine-Westphalia,Germany,https://www.meerbusch.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Baden-Baden,Baden-Württemberg,Germany,https://www.baden-baden.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Lingen (Ems),Lower Saxony,Germany,https://www.lingen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Görlitz,Saxony,Germany,https://www.goerlitz.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Sankt Augustin,North Rhine-Westphalia,Germany,https://www.sankt-augustin.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Stolberg (Rhld.),North Rhine-Westphalia,Germany,https://www.stolberg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Pulheim,North Rhine-Westphalia,Germany,https://www.pulheim.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Eschweiler,North Rhine-Westphalia,Germany,https://www.eschweiler.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bad Homburg v. d. Höhe,Hesse,Germany,https://www.bad-homburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Waiblingen,Baden-Württemberg,Germany,https://www.waiblingen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Langenhagen,Lower Saxony,Germany,https://www.langenhagen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Hilden,North Rhine-Westphalia,Germany,https://www.hilden.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Nordhorn,Lower Saxony,Germany,https://www.nordhorn.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Schweinfurt,Bavaria,Germany,https://www.schweinfurt.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Wetzlar,Hesse,Germany,https://www.wetzlar.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Hattingen,North Rhine-Westphalia,Germany,https://www.hattingen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bad Salzuflen,North Rhine-Westphalia,Germany,https://www.bad-salzuflen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Passau,Bavaria,Germany,https://www.passau.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Neustadt an der Weinstraße,Rhineland-Palatinate,Germany,https://www.neustadt.eu/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Kleve,North Rhine-Westphalia,Germany,https://www.kleve.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Ahlen,North Rhine-Westphalia,Germany,https://www.ahlen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Frechen,North Rhine-Westphalia,Germany,https://www.frechen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Wolfenbüttel,Lower Saxony,Germany,https://www.wolfenbuettel.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Bad Kreuznach,Rhineland-Palatinate,Germany,https://www.bad-kreuznach.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Ibbenbüren,North Rhine-Westphalia,Germany,https://www.ibbenbueren.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Menden (Sauerland),North Rhine-Westphalia,Germany,https://www.menden.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Böblingen,Baden-Württemberg,Germany,https://www.boeblingen.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Gummersbach,North Rhine-Westphalia,Germany,https://www.gummersbach.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Rastatt,Baden-Württemberg,Germany,https://www.rastatt.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Ravensburg,Baden-Württemberg,Germany,https://www.ravensburg.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Peine,Lower Saxony,Germany,https://www.peine.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Speyer,Rhineland-Palatinate,Germany,https://www.speyer.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Elmshorn,Schleswig-Holstein,Germany,https://www.elmshorn.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Lörrach,Baden-Württemberg,Germany,https://www.loerrach.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Emden,Lower Saxony,Germany,https://www.emden.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Goslar,Lower Saxony,Germany,https://www.goslar.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Willich,North Rhine-Westphalia,Germany,https://www.willich.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Gronau (Westf.),North Rhine-Westphalia,Germany,https://www.gronau.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Erftstadt,North Rhine-Westphalia,Germany,https://www.erftstadt.de/,German,künstliche Intelligenz,maschinelles Lernen,tiefes Lernen,neuronales Netz,großes Sprachmodell
Athens,ATT,Greece,https://www.cityofathens.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Thessaloníki,KMD,Greece,https://thessaloniki.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Patras,DEL,Greece,https://e-patras.gr/el,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Heraklion,KRI,Greece,https://www.heraklion.gr/en,English,artificial intelligence,machine learning,deep learning,neural network,large language model
Larissa,THE,Greece,https://www.larissa.gov.gr/en/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Vólos,THE,Greece,https://dimosvolos.gr/en,English,artificial intelligence,machine learning,deep learning,neural network,large language model
Acharnes,ATT,Greece,https://www.acharnes.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Chanía,KRI,Greece,https://www.chania.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Ioánnina,IPI,Greece,https://www.ioannina.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Chalcis,SEL,Greece,https://www.dimoschalkideon.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Kalamáta,PEL,Greece,https://www.kalamata.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Agrinio,DEL,Greece,https://www.agrinio.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Tríkala,THE,Greece,https://trikalacity.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Kateríni,KMD,Greece,https://www.katerini.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Alexandroupoli,AMT,Greece,https://www.alexpolis.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Xánthi,AMT,Greece,https://www.cityofxanthi.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Serres,KMD,Greece,https://www.serres.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Rhodes City,NAI,Greece,https://www.rhodes.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Kavála,AMT,Greece,https://www.kavala.gov.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Komotiní,AMT,Greece,https://www.komotini.gr/,Greek,τεχνητή νοημοσύνη,μηχανική μάθηση,βαθιά μάθηση,νευρωνικό δίκτυο,μεγάλο γλωσσικό μοντέλο
Budapest,BUD,Hungary,https://budapest.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Debrecen,HAJ,Hungary,https://www.debrecen.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Szeged,CSO,Hungary,https://www.szegedvaros.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Miskolc,BOR,Hungary,https://www.miskolc.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Pécs,BAR,Hungary,https://pecs.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Győr,GYÖ,Hungary,https://gyor.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Nyíregyháza,SZA,Hungary,https://www.nyiregyhaza.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Kecskemét,BAC,Hungary,https://kecskemet.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Székesfehérvár,FEJ,Hungary,https://www.szekesfehervar.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Szombathely,VAS,Hungary,https://szombathely.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Szolnok,JAS,Hungary,https://www.szolnok.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Tatabánya,KOM,Hungary,https://tatabanya.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Kaposvár,SOM,Hungary,https://www.kaposvar.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Veszprém,VES,Hungary,https://veszprem.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Békéscsaba,BEK,Hungary,https://bekescsaba.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Zalaegerszeg,ZAL,Hungary,https://zalaegerszeg.hu/,Hungarian,mesterséges intelligencia,gépi tanulás,mélytanulás,neurális hálózat,nagy nyelvi modell
Reykjavík,Reykjavík,Iceland,https://reykjavik.is/,Icelandic,gervigreind,vélnám,djúpnám,gervitauganet,risamállíkan
Dublin (Baile Átha Cliath),Leinster,Ireland,https://www.dublincity.ie/residential,English,artificial intelligence,machine learning,deep learning,neural network,large language model
Cork (Corcaigh),Munster,Ireland,https://www.corkcity.ie/en/,English,artificial intelligence,machine learning,deep learning,neural network,large language model
Limerick (Luimneach),Munster,Ireland,https://www.limerick.ie/,English,artificial intelligence,machine learning,deep learning,neural network,large language model
Galway (An Ghaillimh),Connacht,Ireland,https://www.galwaycity.ie/,English,artificial intelligence,machine learning,deep learning,neural network,large language model
Waterford (Port Láirge),Munster,Ireland,https://waterfordcouncil.ie/,English,artificial intelligence,machine learning,deep learning,neural network,large language model
Roma [Rome],LAZ,Italy,https://www.comune.roma.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Milano [Milan],LOM,Italy,https://www.comune.milano.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Napoli [Naples],CAM,Italy,https://www.comune.napoli.it/home,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Torino [Turin],PIE,Italy,http://www.comune.torino.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Palermo,SIC,Italy,https://www.comune.palermo.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Genova [Genoa],LIG,Italy,https://www.comune.genova.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Bologna,EMI,Italy,https://www.comune.bologna.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Firenze [Florence],TOS,Italy,https://www.comune.firenze.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Bari,PUG,Italy,https://www.comune.bari.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Catania,SIC,Italy,https://www.comune.catania.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Verona,VEN,Italy,https://www.comune.verona.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Venezia [Venice],VEN,Italy,https://www.comune.venezia.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Messina,SIC,Italy,https://www.comune.messina.it/it,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Padova [Padua],VEN,Italy,https://www.comune.padova.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Brescia,LOM,Italy,http://www.comune.brescia.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Parma,EMI,Italy,https://www.comune.parma.it/it,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Trieste,FRI,Italy,https://www.comune.trieste.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Prato,TOS,Italy,https://www.comune.prato.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Taranto,PUG,Italy,https://www.comune.taranto.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Modena,EMI,Italy,https://www.comune.modena.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Reggio nell'Emilia,EMI,Italy,https://www.comune.reggioemilia.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Reggio di Calabria,CAL,Italy,https://www.reggiocal.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Perugia,UMB,Italy,https://www.comune.perugia.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Ravenna,EMI,Italy,https://www.comune.ra.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Livorno,TOS,Italy,https://www.comune.livorno.it/it,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Rimini,EMI,Italy,https://www.comune.rimini.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Cagliari,SAR,Italy,https://www.comune.cagliari.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
